"","Control Number","Course Number","Section","Day-Hour","Room","Course Title","Unit Credit","Instructor","Exam Group","Restrictions","Department"
"3538","42610","190","190 SEM","W 2-4P","235 DWINELLE","Seminar for Integrative Biology Majors","2","HLUSKO, L","NONE","JR, SR ; CLASS ENTRY CODE REQ","INTEGRATIVE BIOLOGY"
"3539","SEE","194","001 LEC","F 2-5P","2005 VALLEY LSB","Undergraduate Student Instructor for Integrative Bi...","2: PF","NACHMAN, M","NONE","SO, JR, SR","INTEGRATIVE BIOLOGY"
"3540","42928","C195","101 DIS","W 3-4P","106 MULFORD","Introduction to Global Health Disparities Research","","REINGOLD, A L","","","INTEGRATIVE BIOLOGY"
"3541","45506","98","002 LEC","W 6-8P","75 EVANS","Directed Group Study","1-3: PF","WREN, G P","NONE","","INTEGRATIVE BIOLOGY"
"3542","45509","98","003 LEC","F 4-7P","2050 VALLEY LSB","Directed Group Study","1-3: PF","BHANDARI, R","NONE","","INTEGRATIVE BIOLOGY"
"3543","45514","98","005 LEC","Th 630-8P","87 DWINELLE","Directed Group Study","1-3: PF","SAHLINS, P","NONE","","INTEGRATIVE BIOLOGY"
"3544","45605","98","006 LEC","M 5-7P","121 WHEELER","Directed Group Study","1-3: PF","BHANDARI, R","NONE","","INTEGRATIVE BIOLOGY"
"3545","45515","100A","001 LEC","TuTh 1230-2P","277 CORY","Introduction to Social Theory and Cultural Analysis","4","BHANDARI, R","15","BY CATEGORY","INTEGRATIVE BIOLOGY"
"3546","45518","100A","102 DIS","Tu 10-11A","45 EVANS","Introduction to Social Theory and Cultural Analysis","","THE STAFF","","CURRENTLY FULL","INTEGRATIVE BIOLOGY"
"3547","45521","100A","103 DIS","Tu 2-3P","140 BARROWS","Introduction to Social Theory and Cultural Analysis","","THE STAFF","","CURRENTLY FULL","INTEGRATIVE BIOLOGY"
"3548","45524","100A","104 DIS","W 11-12P","30 WHEELER","Introduction to Social Theory and Cultural Analysis","","THE STAFF","","","INTEGRATIVE BIOLOGY"
"3549","45527","100A","106 DIS","W 4-5P","121 LATIMER","Introduction to Social Theory and Cultural Analysis","","THE STAFF","","","INTEGRATIVE BIOLOGY"
"3550","45536","C100G","001 LEC","TuTh 930-11A","102 MOFFITT","Introduction to Science, Technology, and Society","4","MAZZOTTI, M","10","CURRENTLY FULL","INTEGRATIVE BIOLOGY"
"3551","45538","C100G","101 DIS","M 9-10A","106 WHEELER","Introduction to Science, Technology, and Society","","","","","INTEGRATIVE BIOLOGY"
"3552","45539","C100G","102 DIS","Tu 2-3P","4 EVANS","Introduction to Science, Technology, and Society","","","","CURRENTLY FULL","INTEGRATIVE BIOLOGY"
"3553","45542","C100G","103 DIS","W 3-4P","179 DWINELLE","Introduction to Science, Technology, and Society","","","","","INTEGRATIVE BIOLOGY"
"3554","45545","C100G","104 DIS","Th 4-5P","115 KROEBER","Introduction to Science, Technology, and Society","","","","","INTEGRATIVE BIOLOGY"
"3555","45554","189","001 SEM","TuTh 930-11A","385 LECONTE","Introduction to Interdisciplinary Research Methods","4","KLEE, E B","10","BY CATEGORY","INTEGRATIVE BIOLOGY"
"3556","45557","189","003 SEM","MWF 11-12P","136 BARROWS","Introduction to Interdisciplinary Research Methods","4","BHANDARI, R","8","BY CATEGORY","INTEGRATIVE BIOLOGY"
"3557","45560","190","001 SEM","MW 3-4P","4 EVANS","Senior Thesis","4","EHRLICH, R M","NONE","SR & INTERDISCIPL STUDIES","INTEGRATIVE BIOLOGY"
"3558","45563","190","002 SEM","TuTh 5-6P","106 WHEELER","Senior Thesis","4","HOLUB, R W","NONE","SR & INTERDISCIPL STUDIES","INTEGRATIVE BIOLOGY"
"3559","45566","190","003 SEM","MW 9-10A","5 EVANS","Senior Thesis","4","KLEE, E B","NONE","SR & INTERDISCIPL STUDIES & BY CATEGORY;","INTEGRATIVE BIOLOGY"
"3560","45569","190","004 SEM","TuTh 4-5P","106 WHEELER","Senior Thesis","4","HOLUB, R W","NONE","SR & INTERDISCIPL STUDIES","INTEGRATIVE BIOLOGY"
"3561","45572","190","005 SEM","MW 1-2P","4 EVANS","Senior Thesis","4","WREN, G P","NONE","SR & INTERDISCIPL STUDIES & BY CATEGORY","INTEGRATIVE BIOLOGY"
"3562","45575","190","007 SEM","TuTh 3-4P","78 BARROWS","Senior Thesis","4","EHRLICH, R M","NONE","SR & INTERDISCIPL STUDIES","INTEGRATIVE BIOLOGY"
"3563","45584","198","003 GRP","F 4-7P","2050 VALLEY LSB","Directed Group Study for Advanced Undergraduates","1-3: PF","BHANDARI, R","NONE","JR, SR","INTEGRATIVE BIOLOGY"
"3564","45589","198","005 GRP","Th 630-8P","87 DWINELLE","Directed Group Study for Advanced Undergraduates","1-3: PF","SAHLINS, P","NONE","JR, SR","INTEGRATIVE BIOLOGY"
"3565","46403","45","001 LEC","TuTh 11-1230P","2060 VALLEY LSB","Survey of World History","4","BALLENGER, S","13","UG & BY CATEGORY","INTERNATIONAL AND AREA STUDIES"
"3566","46406","45","101 DIS","M 2-3P","187 DWINELLE","Survey of World History","","","","CURRENTLY FULL","INTERNATIONAL AND AREA STUDIES"
"3567","46409","45","102 DIS","Th 2-3P","205 DWINELLE","Survey of World History","","","","CURRENTLY FULL","INTERNATIONAL AND AREA STUDIES"
"3568","46412","45","103 DIS","W 9-10A","24 WHEELER","Survey of World History","","","","CURRENTLY FULL","INTERNATIONAL AND AREA STUDIES"
"3569","46415","45","104 DIS","Th 3-4P","205 DWINELLE","Survey of World History","","","","CURRENTLY FULL","INTERNATIONAL AND AREA STUDIES"
"3570","46418","45","105 DIS","M 3-4P","243 DWINELLE","Survey of World History","","","","CURRENTLY FULL","INTERNATIONAL AND AREA STUDIES"
"3571","46421","45","106 DIS","W 11-12P","229 DWINELLE","Survey of World History","","","","CURRENTLY FULL","INTERNATIONAL AND AREA STUDIES"
"3572","46445","102","001 LEC","TuTh 330-5P","182 DWINELLE","Scope and Methods of Research in International and","4","NEWSOME, B O","20","UG & BY CATEGORY","INTERNATIONAL AND AREA STUDIES"
"3573","46447","102","002 LEC","TuTh 2-330P","45 EVANS","Scope and Methods of Research in International and","4","NEWSOME, B O","2","UG ; CURRENTLY NOT OPEN","INTERNATIONAL AND AREA STUDIES"
"3574","46448","106","001 LEC","TuTh 930-11A","390 HEARST MIN","Intermediate Microeconomic Theory","4","REYNOLDS, S A","10","BY CATEGORY","INTERNATIONAL AND AREA STUDIES"
"3575","46451","106","101 DIS","M 2-3P","247 DWINELLE","Intermediate Microeconomic Theory","","","","","INTERNATIONAL AND AREA STUDIES"
"3576","46454","106","102 DIS","M 3-4P","587 BARROWS","Intermediate Microeconomic Theory","","","","","INTERNATIONAL AND AREA STUDIES"
"3577","46457","106","103 DIS","W 1-2P","215 DWINELLE","Intermediate Microeconomic Theory","","","","","INTERNATIONAL AND AREA STUDIES"
"3578","46460","106","104 DIS","W 4-5P","251 DWINELLE","Intermediate Microeconomic Theory","","","","","INTERNATIONAL AND AREA STUDIES"
"3579","46463","106","105 DIS","M 10-11A","123 WHEELER","Intermediate Microeconomic Theory","","","","","INTERNATIONAL AND AREA STUDIES"
"3580","46466","106","106 DIS","W 12-1P","123 WHEELER","Intermediate Microeconomic Theory","","","","","INTERNATIONAL AND AREA STUDIES"
"3581","46478","150","001 LEC","MW 4-530P","110 WHEELER","Advanced Studies in International and Area Studies","4","BARTU, P A","17","CURRENTLY FULL","INTERNATIONAL AND AREA STUDIES"
"3582","46480","150","002 LEC","MW 10-12P","182 DWINELLE","Advanced Studies in International and Area Studies","4","BARTU, P A","7","CURRENTLY FULL","INTERNATIONAL AND AREA STUDIES"
"3583","46484","150","004 LEC","W 2-5P","187 DWINELLE","Advanced Studies in International and Area Studies","4","NEWSOME, B O","6","CURRENTLY FULL","INTERNATIONAL AND AREA STUDIES"
"3584","46487","150","005 LEC","TuTh 2-330P","110 BARROWS","Advanced Studies in International and Area Studies","4","COHEN, C C","2","","INTERNATIONAL AND AREA STUDIES"
"3585","46490","157AC","001 LEC","TuTh 330-5P","3108 ETCHEVERRY","Engineering, The Environment, and Society","4","KADIR, K","NONE","CURRENTLY FULL","INTERNATIONAL AND AREA STUDIES"
"3586","46493","157AC","101 DIS","W 3-4P","3105 ETCHEVERRY","Engineering, The Environment, and Society","","","","CURRENTLY FULL","INTERNATIONAL AND AREA STUDIES"
"3587","46496","157AC","102 DIS","W 4-5P","3105 ETCHEVERRY","Engineering, The Environment, and Society","","","","CURRENTLY FULL","INTERNATIONAL AND AREA STUDIES"
"3588","46507","C175","001 LEC","TuTh 11-1230P","166 BARROWS","The Economics of Climate Change","4","ANTHOFF, D","13","CURRENTLY FULL","INTERNATIONAL AND AREA STUDIES"
"3589","46562","C175","101 DIS","W 10-11A","78 BARROWS","The Economics of Climate Change","","","","CURRENTLY FULL","INTERNATIONAL AND AREA STUDIES"
"3590","46565","C175","102 DIS","W 9-10A","211 DWINELLE","The Economics of Climate Change","","","","CURRENTLY FULL","INTERNATIONAL AND AREA STUDIES"
"3591","46568","C175","103 DIS","W 2-3P","50 BARROWS","The Economics of Climate Change","","","","CURRENTLY FULL","INTERNATIONAL AND AREA STUDIES"
"3592","46571","C175","104 DIS","W 3-4P","50 BARROWS","The Economics of Climate Change","","","","CURRENTLY FULL","INTERNATIONAL AND AREA STUDIES"
"3593","46511","194","001 LEC","Th 4-6P","211 DWINELLE","Senior Seminar in International and Area Studies","4","BEECHER, D I","NONE","BY CATEGORY; CURRENTLY FULL","INTERNATIONAL AND AREA STUDIES"
"3594","46514","194","002 LEC","W 3-6P","211 DWINELLE","Senior Seminar in International and Area Studies","4","CRAWFORD, B K","NONE","","INTERNATIONAL AND AREA STUDIES"
"3595","46906","1","002 LEC","MTWTF 9-10A","254 DWINELLE","Elementary Italian","5","PERCO, G","14","","ITALIAN STUDIES"
"3596","46909","1","003 LEC","MTWTF 10-11A","179 DWINELLE","Elementary Italian","5","PERCO, G","14","","ITALIAN STUDIES"
"3597","46912","1","004 LEC","MTWTF 11-12P","255 DWINELLE","Elementary Italian","5","PERCO, G","14","","ITALIAN STUDIES"
"3598","46915","1","005 LEC","MTWTF 12-1P","254 DWINELLE","Elementary Italian","5","PERCO, G","14","","ITALIAN STUDIES"
"3599","46918","1S","001 LEC","MTWTF 10-11A","206 DWINELLE","Intensive Italian for Spanish Speakers","6","BELLEZZA, A M","14","","ITALIAN STUDIES"
"3600","46921","1S","101 CON","MW 1-2P","B33B DWINELLE","Intensive Italian for Spanish Speakers","","BELLEZZA, A M","","","ITALIAN STUDIES"
"3601","46924","1S","102 CON","MW 2-3P","B33B DWINELLE","Intensive Italian for Spanish Speakers","","BELLEZZA, A M","","","ITALIAN STUDIES"
"3602","46927","2","001 LEC","MTWTF 10-11A","130 DWINELLE","Elementary Italian","5","PERCO, G","14","CURRENTLY FULL","ITALIAN STUDIES"
"3603","46930","2","002 LEC","MTWTF 11-12P","179 DWINELLE","Elementary Italian","5","PERCO, G","14","","ITALIAN STUDIES"
"3604","46933","2","003 LEC","MTWTF 12-1P","251 DWINELLE","Elementary Italian","5","PERCO, G","14","","ITALIAN STUDIES"
"3605","46939","3","001 LEC","MTWTF 9-10A","251 DWINELLE","Intermediate Italian","5","MAURI JACOBSEN, M","14","","ITALIAN STUDIES"
"3606","46942","4","001 LEC","MTWTF 9-10A","179 DWINELLE","Advanced Italian","5","BELLEZZA, A M","14","","ITALIAN STUDIES"
"3607","46945","R5B","001 LEC","TuTh 8-930A","109 WHEELER","Reading and Composition","4","THE STAFF","NONE","FR, SO ; CURRENTLY FULL","ITALIAN STUDIES"
"3608","46948","12","001 LEC","MWF 11-12P","6331 DWINELLE","Advanced Conversational Italian","3","MAURI JACOBSEN, M","8","","ITALIAN STUDIES"
"3609","46950","24","001 SEM","Tu 9-10A","6331 DWINELLE","Freshman Seminars","1: PF","TBA","","FR & BY CATEGORY","ITALIAN STUDIES"
"3610","46951","70","001 LEC","MW 11-12P","142 DWINELLE","Italian Cinema: History, Directors, Genres, Introdu...","3","STEIMATSKY, N","8","","ITALIAN STUDIES"
"3611","46954","70","101 LAB","M 2-5P","223 DWINELLE","Italian Cinema: History, Directors, Genres, Introdu...","","STEIMATSKY, N","","","ITALIAN STUDIES"
"3612","46957","70","101 DIS","F 11-12P","54 BARROWS","Italian Cinema: History, Directors, Genres, Introdu...","","GHETTI, M","","CURRENTLY FULL","ITALIAN STUDIES"
"3613","46960","70","102 DIS","F 12-1P","235 DWINELLE","Italian Cinema: History, Directors, Genres, Introdu...","","GHETTI, M","","","ITALIAN STUDIES"
"3614","46963","70","103 DIS","F 2-3P","106 DWINELLE","Italian Cinema: History, Directors, Genres, Introdu...","","GHETTI, M","","","ITALIAN STUDIES"
"3615","SEE","97","001 DIS","","UNSCHED NOFACILITY","Field Studies","1-4: PF","PERCO, G","NONE","","ITALIAN STUDIES"
"3616","SEE","98","1-8 GRP","","TBA","Directed Group Study","1-4","","NONE","","ITALIAN STUDIES"
"3617","46993","101B","001 LEC","MWF 1-2P","250 DWINELLE","Advanced Grammar, Reading, and Composition","4","PERCO, G","5","","ITALIAN STUDIES"
"3618","46999","103","001 LEC","TuTh 11-1230P","156 DWINELLE","History of Italian Culture","4","FULLER, M G","13","","ITALIAN STUDIES"
"3619","47005","112","001 LEC","MWF 3-4P","206 DWINELLE","Sixteenth-Century Literature and Culture","4","LEVERS, S W","12","","ITALIAN STUDIES"
"3620","47008","117","001 LEC","TuTh 330-5P","250 DWINELLE","Twentieth and Twenty-First Century Literature","4","VALLADARES, L A","20","","ITALIAN STUDIES"
"3621","SEE","H195","1-7 IND","","TBA","Special Studies for Honors Candidates","3","","NONE","","ITALIAN STUDIES"
"3622","SEE","197","001 DIS","","UNSCHED NOFACILITY","Field Studies","1-4: PF","PERCO, G","NONE","JR, SR","ITALIAN STUDIES"
"3623","SEE","198","1-8 GRP","","TBA","Directed Group Study","1-4","","NONE","JR, SR","ITALIAN STUDIES"
"3624","SEE","199","1-7 IND","","TBA","Supervised Independent Study and Research for","1-4","","NONE","JR, SR","ITALIAN STUDIES"
"3625","47803","39M","001 SEM","W 10-12P","332 GIANNINI","Freshman and Sophomore Seminar","2","BROWNSTEIN, S","NONE","","JEWISH STUDIES"
"3626","47806","39N","001 SEM","M 2-4P","332 GIANNINI","Freshman and Sophomore Seminar","2","GOLBERT, R L","NONE","CURRENTLY FULL","JEWISH STUDIES"
"3627","47818","101","001 LEC","TuTh 930-11A","89 DWINELLE","The Cultural Legacies of the Jews","3","ROSEN, Y","14","UG & BY CATEGORY","JEWISH STUDIES"
"3628","47821","120","001 LEC","W 2-5P","233 DWINELLE","Special Topics in Jewish Studies","3","SHAMIR, H","","NONE","JEWISH STUDIES"
"3629","47827","198","002 GRP","Th 5-6P","175 DWINELLE","Directed Group Study","1: PF","GOLBERT, R L","","NONE","JEWISH STUDIES"
"3630","48006","C141","001 LEC","TuTh 8-930A","245 LI KA SHING","Understanding Journalism","4","GOLDSTEIN, T J","16","","JOURNALISM"
"3631","48009","198","001 GRP","","","Directed Group Study in Journalism","1-4: PF","MCGIRK, T","","NONE","JOURNALISM"
"3632","48503","1","001 LEC","MW 9-10A","101 WURSTER","Drawing a Green Future: Fundamentals of Visual","4","SULLIVAN, C H","","NONE","LANDSCAPE ARCHITECTURE"
"3633","48506","1","101 STD","MW 10-1P","501 WURSTER","Drawing a Green Future: Fundamentals of Visual","","SULLIVAN, C H","","","LANDSCAPE ARCHITECTURE"
"3634","48509","102","001 LEC","MW 9-10A","315C WURSTER","Case Studies in Landscape Design","5","KULLMANN, C W","","NONE","LANDSCAPE ARCHITECTURE"
"3635","48512","102","101 STD","MW 10-1P","315 WURSTER","Case Studies in Landscape Design","","KULLMANN, C W","","","LANDSCAPE ARCHITECTURE"
"3636","48515","112","001 LEC","TuTh 8-9A","315A WURSTER","Landscape Plants: Identification and Use","4","KOOYUMJIAN, D A","16","","LANDSCAPE ARCHITECTURE"
"3637","48518","112","101 FLD","TuTh 9-12P","315A WURSTER","Landscape Plants: Identification and Use","","KOOYUMJIAN, D A","","","LANDSCAPE ARCHITECTURE"
"3638","48521","121","001 LEC","TuTh 330-5P","315A WURSTER","Design in Detail: Introduction to Landscape Materia...","4","THE STAFF","20","","LANDSCAPE ARCHITECTURE"
"3639","48524","121","101 LAB","Th 5-630P","315A WURSTER","Design in Detail: Introduction to Landscape Materia...","","THE STAFF","","","LANDSCAPE ARCHITECTURE"
"3640","48530","130","001 LEC","TuTh 930-11A","112 WURSTER","Sustainable Landscapes and Cities","4","STRYKER, K S","10","","LANDSCAPE ARCHITECTURE"
"3641","48533","130","101 DIS","Tu 1230-130P","315C WURSTER","Sustainable Landscapes and Cities","","STRYKER, K S","","","LANDSCAPE ARCHITECTURE"
"3642","48536","130","102 DIS","Th 11-12P","315C WURSTER","Sustainable Landscapes and Cities","","STRYKER, K S","","","LANDSCAPE ARCHITECTURE"
"3643","48539","130","103 DIS","Th 2-3P","315D WURSTER","Sustainable Landscapes and Cities","","STRYKER, K S","","","LANDSCAPE ARCHITECTURE"
"3644","48542","136","001 LEC","W 6-9P","315A WURSTER","Advanced Landscape Delineation","3","SULLIVAN, C H","19","","LANDSCAPE ARCHITECTURE"
"3645","48545","140","001 LEC","Tu 5-8P","315C WURSTER","Social and Psychological Factors in Open Space","3","ALGARA, P","18","","LANDSCAPE ARCHITECTURE"
"3646","48548","160","001 SEM","Th 630-830P","315A WURSTER","Professional Practice Seminar","3","LOZIER, N S","","NONE","LANDSCAPE ARCHITECTURE"
"3647","48551","170","001 LEC","TuTh 1230-2P","155 KROEBER","History and Literature of Landscape Architecture","3","THE STAFF","15","","LANDSCAPE ARCHITECTURE"
"3648","48554","C177","001 LEC","TuTh 930-11A","170 WURSTER","GIS and Environmental Spatial Data Analysis","4","RADKE, J D","","NONE","LANDSCAPE ARCHITECTURE"
"3649","48557","C177","101 DIS","Tu 530-830P","214 WURSTER","GIS and Environmental Spatial Data Analysis","","RADKE, J D","","","LANDSCAPE ARCHITECTURE"
"3650","SEE","199","001 IND","","","Supervised Independent Study and Research","3: PF","SULLIVAN, C H","","NONE","LANDSCAPE ARCHITECTURE"
"3651","49103","150","001 LEC","TuTh 930-11A","20 WHEELER","Advanced Studies in Latin American Studies","4","PAGE, T L","10","","LATIN AMERICAN STUDIES"
"3652","SEE","H195","001 SEM","Th 2-5P","205 WHEELER","Senior Honors Thesis Seminar","4","BALLENGER, S","","NONE","LATIN AMERICAN STUDIES"
"3653","51503","R1B","002 LEC","MWF 12-1P","78 BARROWS","Reading and Composition in Connection with the Law","4","HILL, A","","NONE","LEGAL STUDIES"
"3654","51506","98","001 GRP","","","Directed Group Study","1-4: PF","","","NONE","LEGAL STUDIES"
"3655","51509","98","002 GRP","","","Directed Group Study","1-4: PF","","","NONE","LEGAL STUDIES"
"3656","51512","98","004 GRP","","","Directed Group Study","1-4: PF","","","NONE","LEGAL STUDIES"
"3657","51539","107","001 LEC","TuTh 2-330P","2060 VALLEY LSB","Theories of Justice","4","KUTZ, C L","2","","LEGAL STUDIES"
"3658","51542","107","101 DIS","Tu 1-2P","B56 HILDEBRAND","Theories of Justice","","DILLON, J R","","","LEGAL STUDIES"
"3659","51545","107","102 DIS","M 10-11A","238 KROEBER","Theories of Justice","","CHEN, M B","","","LEGAL STUDIES"
"3660","51548","107","103 DIS","W 8-9A","B56 HILDEBRAND","Theories of Justice","","CHEN, M B","","","LEGAL STUDIES"
"3661","51551","107","104 DIS","W 10-11A","238 KROEBER","Theories of Justice","","DILLON, J R","","","LEGAL STUDIES"
"3662","51554","107","105 DIS","Th 8-9A","242 HEARST GYM","Theories of Justice","","SPOTO, M K","","","LEGAL STUDIES"
"3663","51557","107","106 DIS","Th 9-10A","238 KROEBER","Theories of Justice","","SPOTO, M K","","","LEGAL STUDIES"
"3664","51560","132AC","001 LEC","TuTh 2-330P","101 MORGAN","Immigration and Citizenship","4","VOLPP, L P","2","","LEGAL STUDIES"
"3665","51563","132AC","101 DIS","M 8-9A","B51 HILDEBRAND","Immigration and Citizenship","","COPUS, R","","","LEGAL STUDIES"
"3666","51566","132AC","102 DIS","Tu 8-9A","238 KROEBER","Immigration and Citizenship","","COPUS, R","","","LEGAL STUDIES"
"3667","51569","132AC","103 DIS","Tu 4-5P","238 KROEBER","Immigration and Citizenship","","STEPNITZ, A J","","","LEGAL STUDIES"
"3668","51572","132AC","104 DIS","W 4-5P","238 KROEBER","Immigration and Citizenship","","KLUEGEL, A","","","LEGAL STUDIES"
"3669","51575","132AC","105 DIS","Th 8-9A","238 KROEBER","Immigration and Citizenship","","KLUEGEL, A","","","LEGAL STUDIES"
"3670","51578","132AC","106 DIS","F 8-9A","238 KROEBER","Immigration and Citizenship","","STEPNITZ, A J","","","LEGAL STUDIES"
"3671","51581","138","001 LEC","MWF 11-12P","150 GSPP","The Supreme Court and Public Policy","4","BURKE, T","8","","LEGAL STUDIES"
"3672","51584","138","101 DIS","Tu 8-9A","242 HEARST GYM","The Supreme Court and Public Policy","","MCCALL, M A","","","LEGAL STUDIES"
"3673","51587","138","102 DIS","Tu 9-10A","242 HEARST GYM","The Supreme Court and Public Policy","","MCCALL, M A","","","LEGAL STUDIES"
"3674","51589","138","103 DIS","M 3-4P","101 WURSTER","The Supreme Court and Public Policy","","CHRISTENSEN, C","","","LEGAL STUDIES"
"3675","51794","138","104 DIS","F 3-4P","101 WURSTER","The Supreme Court and Public Policy","","CHRISTENSEN, C","","","LEGAL STUDIES"
"3676","51605","153","001 LEC","MWF 2-3P","102 WURSTER","Law and Society in Asia","4","MARSHALL, J D","","NONE","LEGAL STUDIES"
"3677","51608","153","101 DIS","M 3-4P","175 BARROWS","Law and Society in Asia","","BURTON, C S","","","LEGAL STUDIES"
"3678","51611","153","102 DIS","F 3-4P","242 HEARST GYM","Law and Society in Asia","","BURTON, C S","","","LEGAL STUDIES"
"3679","51614","154","001 LEC","TuTh 2-330P","50 BIRGE","International Human Rights","4","KOENIG, K A","2","","LEGAL STUDIES"
"3680","51617","154","101 DIS","Tu 12-1P","238 KROEBER","International Human Rights","","","","","LEGAL STUDIES"
